,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Capacity,population,income,latinos,blacks,white,asian,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
404,GAGE PARK,Customer/Human Service,face_to_face,1,0.0,65.0,41.793525700000004,0.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0
405,GAGE PARK,Digital Media.,face_to_face,1,8.0,20.0,41.79349899,8.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.00020053140823181431
406,GAGE PARK,Food.,face_to_face,1,20.0,99.0,41.79349899,20.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0005013285205795357
407,GAGE PARK,Food.,online,2,20.0,12.0,41.79029083,10.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0005013285205795357
408,GAGE PARK,Helping Your Community.,face_to_face,6,133.0,36.333333333333336,41.793503441666665,22.166666666666668,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0033338346618539128
409,GAGE PARK,Managing Money.,face_to_face,1,18.0,99.0,41.77890015,18.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0004511956685215822
410,GAGE PARK,Music & Art.,face_to_face,279,2106365.0,49.49820788530466,41.797573307168406,7549.695340501792,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,52.79904246252569
411,GAGE PARK,Music & Art.,online,4,60.0,53.75,41.791908265000004,15.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0015039855617386072
412,GAGE PARK,Nature.,face_to_face,9,64.0,41.666666666666664,41.79350195777777,7.111111111111111,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0016042512658545145
413,GAGE PARK,Performance.,face_to_face,2,140.0,58.5,41.81824875,70.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0035092996440567502
414,GAGE PARK,Reading & Writing.,face_to_face,48,12148.0,22.833333333333332,41.80285874854168,253.08333333333334,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.30450694340001
415,GAGE PARK,Reading & Writing.,online,5,71.0,43.4,41.793525700000004,14.2,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.001779716248057352
416,GAGE PARK,Science ,face_to_face,1,18.0,99.0,41.85409927,18.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0004511956685215822
417,GAGE PARK,Science ,online,4,48.0,32.75,41.79029083,12.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.0012031884493908858
418,GAGE PARK,Sports + Wellness.,face_to_face,146,2075.0,46.513698630136986,41.79333542904115,14.212328767123287,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.05201283401012684
419,GAGE PARK,Sports + Wellness.,online,28,529.0,41.67857142857143,41.791677202857144,18.892857142857142,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.013260139369328721
420,GAGE PARK,Work + Career ,face_to_face,2,198.0,99.0,41.79339981,99.0,39894.0,38855.0,0.892,0.054,0.047,0.003,8.0,16.7,16.2,32.6,38.6,16155.0,66.4,0.004963152353737404
421,GARFIELD PARK,Academic Support,face_to_face,54,958.0,15.11111111111111,41.87947096518515,17.74074074074074,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.024839244969923253
422,GARFIELD PARK,Academic Support,online,8,368358.0,36.75,41.87437439,46044.75,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,9.550871188550094
423,GARFIELD PARK,Building & Fixing Things,face_to_face,248,11088.0,71.21774193548387,41.8790449601615,44.70967741935484,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.2874922215308027
424,GARFIELD PARK,Computers.,face_to_face,142,2566.0,35.816901408450704,41.87729257591547,18.070422535211268,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.06653183986724746
425,GARFIELD PARK,Computers.,online,2,36.0,99.0,,18.0,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.0009334163036714375
426,GARFIELD PARK,Customer/Human Service,face_to_face,6,0.0,48.666666666666664,41.879414876666665,0.0,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.0
427,GARFIELD PARK,Digital Media.,face_to_face,8,180.0,18.25,41.883250235,22.5,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.004667081518357187
428,GARFIELD PARK,Food.,face_to_face,40,1624.0,36.7,41.88422317249998,40.6,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.04210744658784484
429,GARFIELD PARK,Food.,online,2,0.0,65.0,,0.0,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.0
430,GARFIELD PARK,Healthcare,face_to_face,2,0.0,65.0,41.87929916,0.0,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.0
431,GARFIELD PARK,Helping Your Community.,face_to_face,42,886.0,32.23809523809524,41.88062431571428,21.095238095238095,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.022972412362580377
432,GARFIELD PARK,Managing Money.,face_to_face,26,1930.0,92.61538461538461,41.879907751538454,74.23076923076923,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.05004148516905206
433,GARFIELD PARK,Managing Money.,online,2,3626.0,99.0,,1813.0,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.09401576436423978
434,GARFIELD PARK,Music & Art.,face_to_face,871,177002.0,51.43972445464983,41.880147469333856,203.21699196326063,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,4.589348682845882
435,GARFIELD PARK,Music & Art.,online,8,4516.0,53.5,41.87437439,564.5,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.11709188964945032
436,GARFIELD PARK,Nature.,face_to_face,78,21544.0,88.02564102564102,41.88051008358975,276.20512820512823,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.5585978012860402
437,GARFIELD PARK,Nature.,online,4,0.0,8.5,41.88663101,0.0,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.0
438,GARFIELD PARK,Performance.,face_to_face,30,1910.0,35.13333333333333,41.88100789199999,63.666666666666664,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.04952292055590127
439,GARFIELD PARK,Reading & Writing.,face_to_face,296,11958.0,45.222972972972975,41.88285206141914,40.398648648648646,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.3100497822028625
440,GARFIELD PARK,Reading & Writing.,online,16,264.0,16.625,41.87437439000001,16.5,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.006845052893590542
441,GARFIELD PARK,Science ,face_to_face,40,24518.0,82.65,41.87972316399999,612.95,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.635708359261564
442,GARFIELD PARK,Social Studies ,face_to_face,8,3688.0,78.75,41.87387466250001,461.0,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.09562331466500726
443,GARFIELD PARK,Sports + Wellness.,face_to_face,1061,18466.0,28.2497643732328,41.88055289270495,17.404335532516495,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.47879070732213236
444,GARFIELD PARK,Sports + Wellness.,online,34,510.0,82.58823529411765,41.8766129452941,15.0,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.013223397635345364
445,GARFIELD PARK,Work + Career ,face_to_face,56,3082.0,78.92857142857143,41.879699704285706,55.035714285714285,38568.0,23760.5,0.03,0.9355,0.0205,0.002,4.949999999999999,38.8,21.55,23.05,38.4,15449.5,68.69999999999999,0.07991080688653807
446,GARFIELD RIDGE,Academic Support,face_to_face,34,427.0,7.617647058823529,41.79458135794117,12.558823529411764,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.01237214962477907
447,GARFIELD RIDGE,Academic Support,online,1,20.0,6.0,41.80244064,20.0,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.0005794917857039377
448,GARFIELD RIDGE,Building & Fixing Things,face_to_face,4,118.0,79.0,41.7929973625,29.5,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.003419001535653232
449,GARFIELD RIDGE,Computers.,face_to_face,3,32.0,19.0,41.79299164,10.666666666666666,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.0009271868571263003
450,GARFIELD RIDGE,Food.,face_to_face,1,10.0,6.0,41.80239868,10.0,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.00028974589285196884
451,GARFIELD RIDGE,Healthcare,online,1,20.0,99.0,41.80244064,20.0,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.0005794917857039377
452,GARFIELD RIDGE,Helping Your Community.,face_to_face,2,60.0,9.0,41.79644966,30.0,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.001738475357111813
453,GARFIELD RIDGE,Managing Money.,online,1,18.0,99.0,,18.0,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.0005215426071335439
454,GARFIELD RIDGE,Music & Art.,face_to_face,400,85764.0,39.7525,41.79534409692501,214.41,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,2.4849766754556253
455,GARFIELD RIDGE,Music & Art.,online,7,142.0,71.85714285714286,41.80244064,20.285714285714285,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.004114391678497958
456,GARFIELD RIDGE,Nature.,face_to_face,30,340.0,90.16666666666667,41.799446234666654,11.333333333333334,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.00985136035696694
457,GARFIELD RIDGE,Nature.,online,3,40.0,9.0,41.79045487,13.333333333333334,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.0011589835714078754
458,GARFIELD RIDGE,Performance.,face_to_face,1,15.0,99.0,41.80239868,15.0,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.00043461883927795324
459,GARFIELD RIDGE,Reading & Writing.,face_to_face,186,187386.0,34.88172043010753,41.79406512897854,1007.4516129032259,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,5.429432387795903
460,GARFIELD RIDGE,Reading & Writing.,online,2,30.0,6.0,41.80244064,15.0,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.0008692376785559065
461,GARFIELD RIDGE,Science ,face_to_face,3,28.0,8.333333333333334,41.79689916,9.333333333333334,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.0008112884999855127
462,GARFIELD RIDGE,Science ,online,1,18139.0,99.0,,18139.0,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.5255700750441863
463,GARFIELD RIDGE,Sports + Wellness.,face_to_face,485,22290.0,36.08453608247423,41.79746117884277,45.95876288659794,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.6458435951670385
464,GARFIELD RIDGE,Sports + Wellness.,online,31,700.0,61.70967741935484,41.79815230838709,22.580645161290324,34513.0,61206.0,0.392,0.059,0.532,0.01,3.2,8.4,7.7,17.3,38.8,32788.0,41.9,0.020282212499637818
465,GREATER GRAND CROSSING,Academic Support,face_to_face,5,135.0,11.8,41.755973815,27.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.004140850254585608
466,GREATER GRAND CROSSING,Academic Support,online,1,20.0,6.0,41.75580216,20.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0006134592969756457
467,GREATER GRAND CROSSING,Building & Fixing Things,face_to_face,4,29.0,19.5,41.7597761125,7.25,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0008895159806146863
468,GREATER GRAND CROSSING,Food.,face_to_face,12,0.0,18.0,41.762599949999995,0.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0
469,GREATER GRAND CROSSING,Healthcare,face_to_face,9,0.0,18.0,41.76259995,0.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0
470,GREATER GRAND CROSSING,Helping Your Community.,face_to_face,8,59.0,51.75,41.7593894,7.375,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0018097049260781548
471,GREATER GRAND CROSSING,Music & Art.,face_to_face,125,9364.0,36.696,41.76223822063999,74.912,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.2872216428439973
472,GREATER GRAND CROSSING,Music & Art.,online,12,120.0,99.0,41.75580216000001,10.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.003680755781853874
473,GREATER GRAND CROSSING,Nature.,face_to_face,9,0.0,99.0,41.755798340000005,0.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0
474,GREATER GRAND CROSSING,Performance.,face_to_face,2,0.0,42.0,41.76409912,0.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0
475,GREATER GRAND CROSSING,Reading & Writing.,face_to_face,24,4038.0,43.916666666666664,41.76428795,168.25,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.12385743205938286
476,GREATER GRAND CROSSING,Reading & Writing.,online,3,40.0,37.0,41.75580216,13.333333333333334,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0012269185939512914
477,GREATER GRAND CROSSING,Science ,face_to_face,1,0.0,99.0,41.76256561,0.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0
478,GREATER GRAND CROSSING,Sports + Wellness.,face_to_face,85,1546.0,34.705882352941174,41.756212975529444,18.188235294117646,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.04742040365621741
479,GREATER GRAND CROSSING,Sports + Wellness.,online,11,195.0,99.0,41.75900650545455,17.727272727272727,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0059812281455125455
480,GREATER GRAND CROSSING,Work + Career ,face_to_face,1,0.0,27.0,41.75140762,0.0,32602.0,29663.0,0.012,0.969,0.006,0.001,1.8,33.1,19.8,13.5,40.4,19735.0,57.1,0.0
481,HEGEWISCH,Academic Support,face_to_face,4,47.0,7.25,41.6572971325,11.75,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.004986208359855718
482,HEGEWISCH,Building & Fixing Things,face_to_face,21,336.0,62.42857142857143,41.65741220904762,16.0,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.03564608529598982
483,HEGEWISCH,Food.,face_to_face,2,24.0,12.0,41.657295225,12.0,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.002546148949713558
484,HEGEWISCH,Helping Your Community.,face_to_face,1,200.0,0.0,41.65729904,200.0,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.021217907914279653
485,HEGEWISCH,Music & Art.,face_to_face,71,1728.0,35.74647887323944,41.65801684830988,24.338028169014084,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.1833227243793762
486,HEGEWISCH,Music & Art.,online,2,40.0,99.0,41.65729141,20.0,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.004243581582855931
487,HEGEWISCH,Nature.,face_to_face,6,40.0,99.0,41.65736388833333,6.666666666666667,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.004243581582855931
488,HEGEWISCH,Reading & Writing.,face_to_face,19,679.0,69.0,41.67055410999999,35.73684210526316,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.07203479736897941
489,HEGEWISCH,Social Studies ,face_to_face,1,0.0,99.0,41.65940094,0.0,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.0
490,HEGEWISCH,Sports + Wellness.,face_to_face,295,5531.0,46.83728813559322,41.65730630705081,18.749152542372883,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.5867812433694037
491,HEGEWISCH,Sports + Wellness.,online,27,395.0,80.77777777777777,41.65729140999998,14.62962962962963,9426.0,49924.0,0.496,0.039,0.449,0.005,2.5,15.5,9.9,18.1,38.0,27754.0,45.4,0.041905368130702315
492,HERMOSA,Academic Support,face_to_face,26,281.0,10.26923076923077,41.9306050823077,10.807692307692308,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.011235505797680928
493,HERMOSA,Helping Your Community.,face_to_face,11,70.0,60.63636363636363,41.9273515209091,6.363636363636363,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.0027988804478208716
494,HERMOSA,Music & Art.,face_to_face,41,1095.0,58.5609756097561,41.927797552439024,26.70731707317073,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.04378248700519792
495,HERMOSA,Music & Art.,online,5,90.0,5.6,41.92909241,18.0,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.003598560575769692
496,HERMOSA,Nature.,face_to_face,26,20.0,80.34615384615384,41.92791278807692,0.7692307692307693,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.0007996801279488205
497,HERMOSA,Performance.,face_to_face,4,460.0,65.5,41.924308780000004,115.0,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.018392642942822873
498,HERMOSA,Reading & Writing.,face_to_face,18,30.0,83.44444444444444,41.92738745222223,1.6666666666666667,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.0011995201919232307
499,HERMOSA,Science ,face_to_face,2,25.0,5.0,41.92910004,12.5,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.0009996001599360256
500,HERMOSA,Sports + Wellness.,face_to_face,168,2337.0,28.053571428571427,41.926998277142786,13.910714285714286,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.09344262295081968
501,HERMOSA,Sports + Wellness.,online,6,120.0,9.0,41.92909241,20.0,25010.0,42418.0,0.874,0.03,0.076,0.012,6.6,14.8,5.9,30.2,34.2,24226.0,53.0,0.004798080767692923
502,HUMBOLDT PARK,Academic Support,face_to_face,13,221.0,23.846153846153847,41.905181592307684,17.0,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.00392379667276246
503,HUMBOLDT PARK,Academic Support,online,2,25.0,6.0,41.90626526,12.5,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.0004438684018962058
504,HUMBOLDT PARK,Building & Fixing Things,face_to_face,12,1990.0,23.166666666666668,41.90898641166667,165.83333333333334,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.03533192479093798
505,HUMBOLDT PARK,Computers.,face_to_face,10,510.0,38.1,41.89726867600001,51.0,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.0090549153986826
506,HUMBOLDT PARK,Digital Media.,face_to_face,1,15.0,11.0,41.9134903,15.0,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.00026632104113772346
507,HUMBOLDT PARK,Food.,face_to_face,24,100.0,17.958333333333332,41.910136855833315,4.166666666666667,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.0017754736075848232
508,HUMBOLDT PARK,Healthcare,face_to_face,17,3656.0,27.529411764705884,41.89469910000001,215.05882352941177,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.06491131509330114
509,HUMBOLDT PARK,Helping Your Community.,face_to_face,5,140.0,42.8,41.899034118,28.0,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.0024856630506187526
510,HUMBOLDT PARK,Helping Your Community.,online,1,15.0,13.0,41.90626526,15.0,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.00026632104113772346
511,HUMBOLDT PARK,Music & Art.,face_to_face,272,102173262.0,35.5,41.90563732095577,375636.9926470588,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,1814.0593008184933
512,HUMBOLDT PARK,Music & Art.,online,24,300.0,7.958333333333333,41.89856339000002,12.5,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.00532642082275447
513,HUMBOLDT PARK,Nature.,face_to_face,4,300.0,90.5,41.90475464,75.0,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.00532642082275447
514,HUMBOLDT PARK,Reading & Writing.,face_to_face,129,89813.0,53.713178294573645,41.89531574798449,696.2248062015503,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,1.5946061111801573
515,HUMBOLDT PARK,Reading & Writing.,online,5,56.0,6.0,41.90626526,11.2,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.000994265220247501
516,HUMBOLDT PARK,Science ,face_to_face,37,20853982.0,69.08108108108108,41.90075271243242,563621.1351351351,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,370.25694654048965
517,HUMBOLDT PARK,Social Studies ,face_to_face,2,99.0,99.0,41.91009903,49.5,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.001757718871508975
518,HUMBOLDT PARK,Sports + Wellness.,face_to_face,97,1464.0,34.21649484536083,41.90922955608244,15.092783505154639,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.025992933615041812
519,HUMBOLDT PARK,Sports + Wellness.,online,6,77.0,5.833333333333333,41.899847035,12.833333333333334,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.0013671146778403138
520,HUMBOLDT PARK,Work + Career ,face_to_face,10,567.0,99.0,41.894697955000005,56.7,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.010066935355005947
521,HUMBOLDT PARK,Work + Career ,online,1,0.0,24.0,41.890857700000005,0.0,56323.0,29605.0,0.533,0.409,0.044,0.004,5.6,26.5,10.9,24.9,36.6,20337.0,58.1,0.0
